Accession	Description	Gene Symbol	Abundance_811269 	Abundance_811270 	Abundance_811271 	cytoplasm	nucleus
Q8NBS9	Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2	TXNDC5	3.76897	5.74331	4.66288	1.97433	0.893909
Q9Y320	Thioredoxin-related transmembrane protein 2 OS=Homo sapiens OX=9606 GN=TMX2 PE=1 SV=1	TMX2	3	8.69836	8.6358	5.69836	5.6358
Q9BW92	Threonine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=TARS2 PE=1 SV=1	TARS2	3	5.12416	3.97737	2.12416	0.977374
Q15643	Thyroid receptor-interacting protein 11 OS=Homo sapiens OX=9606 GN=TRIP11 PE=1 SV=3	TRIP11	3	5.02876	3	2.02876	0
A0A3B3IU51	Tight junction protein ZO-2 OS=Homo sapiens OX=9606 GN=TJP2 PE=1 SV=1		4.49735	5.44928	3	0.951925	-1.49735
Q9Y2C9	Toll-like receptor 6 OS=Homo sapiens OX=9606 GN=TLR6 PE=1 SV=2	TLR6	5.10851	3	3	-2.10851	-2.10851
A0A0A0MSK5	Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=1		3	5.32673	4.87769	2.32673	1.87769
Q00577	Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2	PURA	3	5.85127	4.3167	2.85127	1.3167
Q9NR50	Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1	EIF2B3	3	5.17059	4.16023	2.17059	1.16023
P60174	Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3	TPI1	4.83987	5.54718	4.43263	0.707304	-0.40724
Q9GZM7	Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1	TINAGL1	3	5.93849	4.4502	2.93849	1.4502
J3QRU1	Tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=1		4.47631	6.15295	5.69064	1.67664	1.21433
Q15678	Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens OX=9606 GN=PTPN14 PE=1 SV=2	PTPN14	3	5.67946	3	2.67946	0
O43818	U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1	RRP9	4.63616	3	4.75241	-1.63616	0.116252
O43290	U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1	SART1	4.82365	3.95616	3.87142	-0.867496	-0.95223
H3BS09	Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1		3	5.60123	3	2.60123	0
Q6ZUT1	Uncharacterized protein NKAPD1 OS=Homo sapiens OX=9606 GN=NKAPD1 PE=1 SV=2	C11orf57; NKAPD1	3	3	4.33689	0	1.33689
Q9ULV0	Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	MYO5B	5.1969	5.5479	3	0.350998	-2.1969
F8WDG4	Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1		4.5013	5.44667	3.88224	0.945362	-0.619059
P30291	Wee1-like protein kinase OS=Homo sapiens OX=9606 GN=WEE1 PE=1 SV=2	WEE1	3	5.03263	3	2.03263	0
Q9Y6W5	Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens OX=9606 GN=WASF2 PE=1 SV=3	WASF2	3	5.53972	3.76782	2.53972	0.767818
Q9BYJ9	YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1	YTHDF1	3.66927	4.6962	4.62142	1.02693	0.952146
Q14966	Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2	ZNF638	4.53578	4.53846	4.65456	0.00267738	0.118774
